# 
# 06/15/2021 17:48:16
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P285 - V05 [m s^-1],P286 - V06 [m s^-1],P287 - V07 [m s^-1],P288 - V08 [m s^-1],P289 - V09 [m s^-1],P290 - V10 [m s^-1],P291 - V11 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P300 - P05 [Pa],P301 - P06 [Pa],P302 - P07 [Pa],P303 - P08 [Pa],P304 - P09 [Pa],P305 - P10 [Pa],P306 - P11 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K],P314 - TC04 [K],P315 - TC05 [K],P316 - TC06 [K],P317 - TC07 [K],P318 - TC08 [K],P319 - TC09 [K],P320 - TC10 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320
DP 95,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,13.776,0.032,50.75,0.03,0.0205,0.015,1.2,283064.42169584433,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.021,291.933,293.857,295.983,298.079,300.256,302.473,304.82,306.93,309.228,310.681,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,315.459,318.69,321.716,324.314,327.223,329.489,332.586,334.217,337.674,338.796
DP 96,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,14.082,0.032,50.75,0.03,0.0205,0.015,1.2,295779.2464491314,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.161,292.16,294.17,296.391,298.582,300.855,303.172,305.625,307.829,310.231,311.749,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,316.741,320.118,323.28,325.995,329.034,331.402,334.638,336.342,339.955,341.128
DP 97,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,14.388,0.032,50.75,0.03,0.0205,0.015,1.2,308773.39752695756,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.304,292.391,294.489,296.808,299.095,301.469,303.887,306.448,308.749,311.256,312.841,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,318.052,321.577,324.878,327.712,330.885,333.357,336.735,338.515,342.286,343.51
DP 98,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,14.694,0.032,50.75,0.03,0.0205,0.015,1.2,322046.87492932292,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.45,292.627,294.815,297.234,299.619,302.095,304.618,307.288,309.688,312.303,313.956,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,319.392,323.068,326.511,329.467,332.776,335.355,338.877,340.733,344.667,345.943
DP 99,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,15,0.032,50.75,0.03,0.0205,0.015,1.2,335599.67865622742,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,290.6,292.868,295.148,297.669,300.154,302.734,305.363,308.146,310.647,313.372,315.094,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,320.759,324.59,328.178,331.258,334.706,337.394,341.065,342.999,347.098,348.428
DP 100,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,0,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,0,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9
DP 101,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,0.306,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,90.262889571378935,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.901,286.902,286.903,286.904,286.905,286.906,286.907,286.908,286.909,286.91,286.911,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,286.914,286.915,286.916,286.918,286.918,286.92,286.921,286.922,286.923,286.924
DP 102,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,0.612,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,361.05155828551574,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.906,286.909,286.913,286.917,286.921,286.924,286.928,286.932,286.936,286.94,286.943,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,286.956,286.96,286.965,286.97,286.974,286.979,286.983,286.988,286.991,286.995
DP 103,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,0.918,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,812.36600614241058,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.913,286.921,286.929,286.938,286.946,286.955,286.963,286.972,286.981,286.99,286.996,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.025,287.035,287.046,287.058,287.065,287.078,287.087,287.099,287.105,287.114
DP 104,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,1.224,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,1444.206233142063,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.923,286.937,286.952,286.967,286.982,286.997,287.013,287.029,287.044,287.06,287.071,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.123,287.141,287.16,287.181,287.194,287.216,287.232,287.253,287.264,287.281
DP 105,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,1.531,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,2259.5229708938755,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.937,286.958,286.982,287.005,287.029,287.052,287.076,287.101,287.126,287.15,287.167,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.249,287.277,287.307,287.34,287.36,287.394,287.419,287.453,287.469,287.496
DP 106,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,1.837,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,3253.004709705654,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.953,286.984,287.018,287.051,287.085,287.118,287.154,287.19,287.225,287.26,287.285,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.402,287.443,287.486,287.534,287.562,287.611,287.648,287.696,287.72,287.758
DP 107,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,2.143,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,4427.0122276601905,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.972,287.015,287.061,287.106,287.152,287.197,287.245,287.294,287.343,287.39,287.424,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.583,287.638,287.697,287.763,287.801,287.867,287.918,287.983,288.016,288.067
DP 108,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,2.449,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,5781.5455247574855,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.994,287.05,287.11,287.169,287.229,287.288,287.351,287.415,287.478,287.54,287.584,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,287.792,287.864,287.941,288.027,288.077,288.163,288.229,288.314,288.357,288.424
DP 109,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,2.755,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,7316.604600997538,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.019,287.089,287.165,287.241,287.317,287.391,287.471,287.552,287.632,287.71,287.765,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,288.029,288.12,288.218,288.326,288.39,288.499,288.582,288.69,288.744,288.829
DP 110,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,3.061,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,9032.1894563803489,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.046,287.134,287.228,287.32,287.414,287.507,287.605,287.705,287.803,287.9,287.968,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,288.294,288.407,288.527,288.66,288.739,288.874,288.976,289.11,289.176,289.281
DP 111,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,3.367,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,10928.300090905916,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.077,287.183,287.297,287.409,287.522,287.634,287.753,287.874,287.993,288.11,288.192,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,288.587,288.723,288.869,289.03,289.125,289.288,289.412,289.573,289.654,289.781
DP 112,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,3.673,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,13004.936504574242,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.111,287.237,287.372,287.505,287.641,287.774,287.915,288.059,288.201,288.34,288.438,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,288.907,289.069,289.243,289.434,289.548,289.742,289.889,290.081,290.177,290.328
DP 113,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,3.98,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,15269.770985160312,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.147,287.295,287.454,287.611,287.77,287.926,288.092,288.26,288.427,288.591,288.706,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,289.257,289.447,289.651,289.875,290.009,290.237,290.41,290.635,290.748,290.925
DP 114,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,4.286,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,17708.048910640762,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.187,287.358,287.543,287.724,287.909,288.089,288.282,288.478,288.671,288.861,288.994,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,289.633,289.854,290.09,290.351,290.506,290.77,290.97,291.232,291.362,291.568
DP 115,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,4.592,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,20326.852615263968,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.229,287.426,287.638,287.846,288.058,288.265,288.486,288.711,288.933,289.151,289.304,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,290.038,290.291,290.562,290.861,291.039,291.342,291.572,291.873,292.022,292.259
DP 116,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,4.898,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,23126.182099029942,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.275,287.498,287.739,287.976,288.217,288.453,288.705,288.96,289.213,289.461,289.635,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,290.47,290.758,291.066,291.406,291.609,291.953,292.215,292.557,292.727,292.997
DP 117,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,5.204,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,26106.037361938663,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.323,287.576,287.847,288.115,288.387,288.654,288.937,289.226,289.511,289.791,289.987,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,290.93,291.255,291.603,291.987,292.216,292.605,292.9,293.286,293.478,293.782
DP 118,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,5.51,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,29266.418403990152,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.374,287.657,287.962,288.262,288.567,288.866,289.184,289.507,289.827,290.14,290.361,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,291.418,291.782,292.172,292.603,292.86,293.295,293.627,294.059,294.275,294.615
DP 119,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,5.816,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,32607.325225184388,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.428,287.744,288.083,288.417,288.757,289.09,289.445,289.805,290.161,290.51,290.756,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,291.933,292.339,292.774,293.254,293.54,294.025,294.394,294.877,295.117,295.496
DP 120,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,6.122,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,36128.757825521396,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.485,287.835,288.211,288.581,288.958,289.327,289.72,290.118,290.513,290.9,291.172,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,292.477,292.926,293.408,293.94,294.257,294.795,295.204,295.738,296.004,296.424
DP 121,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,6.429,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,39843.110048941722,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.546,287.931,288.346,288.754,289.169,289.576,290.009,290.449,290.885,291.312,291.612,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,293.05,293.546,294.077,294.664,295.013,295.606,296.058,296.647,296.94,297.403
DP 122,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,6.735,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,43726.184161090852,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.609,288.032,288.487,288.935,289.391,289.837,290.312,290.795,291.273,291.742,292.071,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,293.65,294.194,294.777,295.421,295.804,296.455,296.95,297.597,297.918,298.427
DP 123,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,7.041,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,47789.784052382733,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.674,288.137,288.634,289.124,289.622,290.11,290.63,291.157,291.68,292.191,292.551,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,294.277,294.871,295.509,296.212,296.632,297.343,297.884,298.591,298.942,299.498
DP 124,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,7.347,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,52033.90972281737,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.743,288.247,288.788,289.322,289.864,290.395,290.961,291.535,292.104,292.661,293.053,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,294.932,295.579,296.273,297.039,297.496,298.27,298.859,299.629,300.012,300.617
DP 125,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,7.653,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,56458.561172394759,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.815,288.361,288.949,289.527,290.116,290.692,291.306,291.93,292.547,293.151,293.576,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,295.615,296.317,297.071,297.902,298.397,299.237,299.876,300.711,301.127,301.784
DP 126,1.2,-50,30,27.75,2.25,223.8,223.8,1016.6805030461401,25.5,56.1,3,97.168050304614013,10,78.584025152307021,55.8,56.1,2,97.168050304614013,9,15,3.3195835123697392E-05,7.959,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,61063.738401114912,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.89,288.48,289.116,289.742,290.378,291.002,291.665,292.34,293.007,293.661,294.121,2.63391,2.58536,2.45698,2.4124,2.40158,2.37049,2.33236,2.34355,2.34014,2.32505,2.44702,30.6001,27.1516,24.1109,20.9158,17.8985,14.8753,12.0776,9.17042,6.4049,3.5305,0.435773,296.326,297.086,297.9,298.799,299.334,300.244,300.935,301.838,302.287,302.998
